"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Rule-based and prediction-based computer-generated Feedback in Online Courses","S. Rüdian; C. Schumacher; M. Hanses; J. Kuzilek; N. Pinkwart","Department of Computer Science, Humboldt-University of Berlin, Berlin, Germany; Department of Educational Sciences Digital Education, University of Potsdam, Potsdam, Germany; Center of Advanced Technology for Assisted Learning and Predictive Analytics, University Hagen, Hagen, Germany; Department of Computer Science, Humboldt-University of Berlin, Berlin, Germany; German Research Center for Artificial Intelligence, Educational Technology Lab, Berlin, Germany",2024 IEEE International Conference on Advanced Learning Technologies (ICALT),"29 Aug 2024","2024","","","285","286","Computer-generated feedback can be created manifold. This paper compares two approaches for generating feedback: rule-based and prediction-based. Both approaches have several advantages and disadvantages, which are discussed in detail considering precision, recall, human effort for model creation, and explainability requirements.","2161-377X","979-8-3503-6205-3","10.1109/ICALT61570.2024.00089","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10645921","online learning;feedback;trusted learning analytics","Manifolds;Computational modeling","","","","14","IEEE","29 Aug 2024","","","IEEE","IEEE Conferences"
"Interactive Tactile Book Framework for Visually Challenged Community","S. Gayathiri; R. Kavin Kumar; V. Prithika Sri; M. Ravi Prasanth","Department of Artificial Intelligence and Data Science, K.S.Rangasamy College of Technology, Tiruchengode, India; Department of Artificial Intelligence and Data Science, K.S.Rangasamy College of Technology, Tiruchengode, India; Department of Artificial Intelligence and Data Science, K.S.Rangasamy College of Technology, Tiruchengode, India; Department of Artificial Intelligence and Data Science, K.S.Rangasamy College of Technology, Tiruchengode, India",2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),"2 Jul 2024","2024","","","975","979","This research study presents an interactive Tactile book Framework designed to address the need for accessible learning and entertainment materials for the visually impaired community. The Framework utilizes a combination of tactile elements, audio descriptions, and Braille characters to create an immersive and engaging learning experience. Key features include a modular design for creating different book types, smart battery management, and interactive activities to reinforce learning. A proof-of-concept designing with three books (story and learning) demonstrates the Framework’s potential to enhance Accessibility and promote active engagement for visually impaired individuals. This study discusses about the proposed framework’s functionalities, and potential applications, highlighting its contribution to inclusive education and presents an evaluation of the proposed framework, including usability testing results and discusses potential applications and future work. In addition, the study includes insightful user feedback that highlights the beneficial effects of the Framework on the educational path of visually impaired individuals and provides personal insights into their experiences. This proposed framework proves to be a crucial tool in dosing educational gaps and enabling visually impaired people to participate in engaging and stimulating learning activities. The interactive Tactile book Framework has the potential to significantly improve educational opportunities and enhance the learning experiences of individuals with visual impairments.","","979-8-3503-7519-0","10.1109/ICAAIC60222.2024.10574917","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10574917","Tactile book;Independent Learning;Accessibility;Framework","Technological innovation;Braille;Education;Visual impairment;Entertainment industry;Battery management systems;Usability","","","","16","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Modeling Tradeoffs Using Preference-Based Feedback in Session-Based Recommender Systems","A. Sekar; S. Chakraborti","Department of Computer Science, IIT Madras, Chennai, India; Department of Computer Science, IIT Madras, Chennai, India",IEEE Transactions on Artificial Intelligence,"24 May 2023","2023","4","3","511","521","Cold-start is a challenge in most data-driven approaches across various paradigms of recommender systems research. Knowledge integration is becoming essential to alleviate the problem. Despite the availability of knowledge representations like the knowledge graph, there is a need for a richer semantic model to capture relationships among products in a domain. Recommender systems inspired by case-based reasoning uses rich domain knowledge in their recommendation process. Conversational case-based reasoning recommender systems (CCBR-RS) are session-based recommender systems that operate under cold-start assumptions. User preferences in such scenarios can only be learned based on the context of the current session. Tradeoffs have been used in literature to model the relationship among products in recommending appropriate products. The models in earlier works have been based on crisp sets, which lack flexibility in capturing varying degrees of tradeoffs, which is a more natural way of dealing with tradeoffs. This work proposes a flexible tradeoff representation scheme based on fuzzy sets to model tradeoffs in terms of linguistic terms and a fuzzy inference system that measures the similarity among tradeoffs represented in linguistic terms. We demonstrate the performance improvement in utilizing a more flexible model of tradeoffs by evaluating the methods on three datasets in a CCBR-RS framework.","2691-4581","","10.1109/TAI.2022.3214801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9920176","Cold-start;fuzzy tradeoffs;knowledge-based recommender system;preference-based feedback;session-based recommender system","Recommender systems;Knowledge based systems;Task analysis;Semantics;Collaboration;Reinforcement learning;Proposals","","2","","48","IEEE","17 Oct 2022","","","IEEE","IEEE Journals"
"Improving Interaction and Assessment in Hybrid Educational Environments: An Integrated Approach in Microsoft Teams With the Use of AI Techniques","W. E. Villegas-Ch; J. Govea; R. Gutierrez; A. Mera-Navarrete","Escuela de Ingeniería en Ciberseguridad, FICA, Universidad de Las Américas, Quito, Ecuador; Escuela de Ingeniería en Ciberseguridad, FICA, Universidad de Las Américas, Quito, Ecuador; Escuela de Ingeniería en Ciberseguridad, FICA, Universidad de Las Américas, Quito, Ecuador; Departamento de Sistemas, Universidad Internacional del Ecuador, Quito, Ecuador",IEEE Access,"11 Jul 2024","2024","12","","93723","93738","The current education landscape is marked by the growing integration of artificial intelligence technologies, which seek to improve interaction and efficiency in educational environments. However, many of these tools operate on separate platforms, complicating their use and reducing their potential effectiveness. This study introduces InteractiveClass, an innovative tool that fully integrates with Microsoft Teams, facilitating automated assessment and student interaction without requiring multiple interfaces. InteractiveClass encourages active student participation through real-time questions, quizzes, discussion forums, and other activities. In addition, it uses AI capabilities to offer immediate and personalized feedback and perform automatic evaluations. This integration improves usability and promotes student engagement in hybrid or fully online environments. Study results reveal significant improvements in assessment efficiency and student satisfaction. Students who used the tool showed a 30% increase in class participation and improved their grades by 25% compared to those who did not use it. Additionally, the tool demonstrated high consistency in assessments, with a precision of 95% compared to manual assessments. These findings underline the potential of InteractiveClass to transform education through AI technology, offering a practical and effective solution to the challenges of modern education.","2169-3536","","10.1109/ACCESS.2024.3424397","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10587222","Artificial intelligence in education;automated evaluation;student participation;technological integration in platforms","Artificial intelligence;Education;Real-time systems;Task analysis;Usability;Discussion forums;Databases;Quality assessment","","","","35","CCBYNCND","8 Jul 2024","","","IEEE","IEEE Journals"
"A Condition and Fault Prevention Monitoring System for Industrial Computer Numerical Control Machinery","M. Ragnoli; M. Pavone; N. Epicoco; G. Pola; E. De Santis; G. Barile; V. Stornelli","Department of Industrial and Information Engineering and Economics, University of L’Aquila, L’Aquila, Italy; Department of Engineering, Information Science and Mathematics, University of L’Aquila, L’Aquila, Italy; Department of Engineering, LUM University, Casamassima, Italy; Department of Engineering, Information Science and Mathematics, University of L’Aquila, L’Aquila, Italy; Department of Engineering, Information Science and Mathematics, University of L’Aquila, L’Aquila, Italy; Department of Industrial and Information Engineering and Economics, University of L’Aquila, L’Aquila, Italy; Department of Industrial and Information Engineering and Economics, University of L’Aquila, L’Aquila, Italy",IEEE Access,"12 Feb 2024","2024","12","","20919","20930","Nowadays, the integration of smart systems within the modern industrial scenario is a continuously growing paradigm. Computer Numerical Control (CNC) machinery can heavily benefit from the introduction of Artificial Intelligence (AI) based monitoring applications. In this paper, we present an industrial condition and fault prevention monitoring system for CNC tools. The developed system is the result of an industrial project aimed at realizing a multi-purpose machine which is currently in pre-commercial stage. The results of this work represent the base platform for the further commercial development, which will be carried on from the industrial partners in accordance with clients feedbacks and specifications. This work presents the hardware architecture of the system, the web-based monitoring platform for remote management, and the AI framework used for fault monitoring. The multi-purpose machine is equipped with accelerometer units to monitor the vibration in multiple points of the structure. The control unit of the machine is connected to the sensing nodes and is used to communicate the actual machine state to a remote web platform. The accelerometric data are analyzed through an AI algorithm to perform fault detection. The fault detection algorithm was trained with the measurements performed on the machine under controlled environment faulty operation. The Internet of Things (IoT) based architecture has proven to be effective to facilitate the supervision of the machining processes, and the AI-based classification shows good classification performances for the fault detection tests.","2169-3536","","10.1109/ACCESS.2024.3359424","Italian Ministry of Education, Universities and Research (MIUR) within the Algoritmi, Sistemi e diSpositivI per mOnitoraggio e diagnostica di Macchine per le fabbriche Intelligenti (ASSIOMI) Project(grant numbers:F/190003/01-03/X44); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10415379","Artificial intelligence;CNC;digital twin;fault detection;Industry 50;Internet of Things;sensors;remote monitoring","Artificial intelligence;Fault detection;Computer numerical control;Vibrations;Sensors;Prototypes;Fifth Industrial Revolution;Internet of Things;Remote monitoring","","6","","30","CCBYNCND","29 Jan 2024","","","IEEE","IEEE Journals"
"Analyzing Players Performance Using PSO-CNNModel","V. N. Saiteja Bhumaraju; P. Vinothiyalakshmi","Department of Computer Science & Engineering, Sri Venkateswara College Of Engineering, Chennai, India; Department of Computer Science & Engineering, Sri Venkateswara College Of Engineering, Chennai, India",2024 4th International Conference on Sustainable Expert Systems (ICSES),"3 Dec 2024","2024","","","1539","1546","In the modern technological era, the applications of Artificial Intelligence (AI) have been growing exponentially. The sports industry has also experienced an increased demand for AI and Machine Learning (ML) techniques to enhance both the sports business and athletic performance. By making use of deep learning models and other ML techniques, it is now possible to significantly boost an athlete's performance. These methods offer improved accuracy and efficiency compared to traditional manual coaching where traditional athlete performance analysis is obstructed by subjectivity, limited data, and a lack of real-time feedback. It overlooks detailed insights, offers little personalization, and focuses on past performances rather than predicting future trends. Although there are recent techniques such as GWO-CNN which are implemented, they lack simplicity and data quality. This research aims to implement the most effective optimization algorithms and deep learning techniques to enhance the performance of individual athletes as well as teams. The Particle Swarm Optimization (PSO) algorithm-based Machine Learning model has been identified as an optimal solution for predicting athletic performance. This study also seeks to provide a deeper understanding of how ML methods can be employed to further improve player performance.","","979-8-3315-4036-4","10.1109/ICSES63445.2024.10763062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10763062","Machine Learning;Artificial Intelligence;Athlete performance;Convolutional Neural Networks","Deep learning;Training;Accuracy;Machine learning algorithms;Predictive models;Prediction algorithms;Real-time systems;Performance analysis;Particle swarm optimization;Sports","","","","16","IEEE","3 Dec 2024","","","IEEE","IEEE Conferences"
"Technical and Managerial Prerequisites for Increase Effectiveness of Communication of Sales Promotion with Advanced Information Technologies","A. Fichter","S&F Transporte GmbH, Technical university of Sofia, Kaiserslautern, Germany",2023 VI International Conference on High Technology for Sustainable Development (HiTech),"26 Nov 2024","2023","","","1","5","The paper explores the use of artificial intelligence, such as chatbots, to improve communication models and meet customer needs, while recognising the continued importance of human interaction. It delves into the optimization of multi-channel management to facilitate the coordination of diverse communication channels, as insurance products evolve from in-person to digital sales. Overall, the paper explores how business engineering and AI can improve communication models to satisfy customers, with a nuanced perspective on the automation of human roles.","2771-6856","979-8-3503-5810-0","10.1109/HiTech60680.2023.10759129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10759129","Business engineering;digital transformation;processes;systems;chatbots;omni-channel;multi-channel management","Measurement;Insurance;Machine learning;Chatbots;Promotion - marketing;Real-time systems;Information technology;Sustainable development;Optimization;Business","","","","49","IEEE","26 Nov 2024","","","IEEE","IEEE Conferences"
"Introduction of Artificial Intelligence in Healthcare Lectures: An Evaluation","S. Hensel; B. Jagusch; T. Lux","Faculty of Computer Sciences, Niederrhein University of Applied Sciences, Krefeld, Germany; Faculty of Health Care, Niederrhein University of Applied Sciences, Krefeld, Germany; Faculty of Health Care, Niederrhein University of Applied Sciences, Krefeld, Germany",2023 20th ACS/IEEE International Conference on Computer Systems and Applications (AICCSA),"2 Apr 2024","2023","","","1","5","This paper presents an evaluation of the introduction of artificial intelligence (AI) in healthcare lectures. Given the increasing importance of AI in transforming healthcare, the study assesses students' perceptions of AI and their experience with the BERT Natural Language Processing (NLP) network during the lecture. A mixed-methods approach was used, including pre- and post-lecture surveys and hands-on interaction with the BERT NLP network. The integration of AI in healthcare has become crucial in addressing challenges in hospital management and patient treatment. The results indicate diverse preconceptions about AI in healthcare among students, with most participants reporting enhanced understanding and positive attitudes towards AI integration after the lecture. The hands-on experience with the BERT NLP network received positive feedback, suggesting its potential in analysing healthcare data. This study emphasizes the significance of incorporating AI topics in healthcare lectures and provides valuable insights for improving AI education in healthcare curricula.","2161-5330","979-8-3503-1943-9","10.1109/AICCSA59173.2023.10479324","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479324","Education;AI;Healthcare;Lecture Evaluation","Training;Surveys;Refining;Medical services;Natural language processing;Software;Artificial intelligence","","1","","4","IEEE","2 Apr 2024","","","IEEE","IEEE Conferences"
"Approximation of a Regulator for Discrete Two- Parameter Coupled Systems","Y. Danik; M. Dmitriev","Department 71 Federal Research Center, “Computer Science and Control” of Russian Academy of Sciences, Moscow, Russia; Department 71 Federal Research Center, “Computer Science and Control” of Russian Academy of Sciences, Moscow, Russia",2024 17th International Conference on Management of Large-Scale System Development (MLSD),"6 Nov 2024","2024","","","1","5","In this paper, a stabilizing feedback law for a coupled discrete dynamic system with two parameters is proposed based on the use of asymptotic approximations in powers of two parameters and the decomposition of the original system. The proposed method uses the Pade approximations and the SDRE approach. Illustrative numerical experiments are presented.","","979-8-3503-7571-8","10.1109/MLSD61779.2024.10739458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10739458","coupled systems;asymptotic approximations in two parameters;Pade approximations;stabilizing control in the form of feedback","Deep learning;Regulators;Neural networks;Approximation algorithms;Control systems;Large-scale systems;Control theory;Dynamical systems;Artificial intelligence","","","","14","IEEE","6 Nov 2024","","","IEEE","IEEE Conferences"
"Enhancing Feedback Mechanisms in English Language Assessments Through Deep Learning Model","M. D. T. Selvi; G. A. Zeeshan; O. Al-Omari; A. K. Mishra; G. D. E; F. R. Alphonse","Department of Verbal and Life Skills, Saveetha School of Engineering, SIMATS Engineering, Thandalam, Chennai; Department of ECE, Global Institute of Engineering and Technology (Autonomous), Hyderabad, India; Information Systems Department, College of Computer and Information Sciences, Prince Sultan University, Riyadh, Saudi Arabia; Department of CSE, Graphic Era Hill University, Dehradun; Adjunct Professor, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; Department of English, Kristu Jayanti College (Autonomous), Bengaluru, Karnataka; Assistant Professor of English Department of Languages, Institute of Finance and International Management, Bengaluru, India",2024 International Conference on Artificial Intelligence and Quantum Computation-Based Sensor Application (ICAIQSA),"21 Feb 2025","2024","","","1","5","In the realm of English language assessments, optimizing feedback mechanisms is crucial for enhancing learning outcomes and learner engagement. This paper therefore presents a new approach of increasing feedback enhancement by incorporating a Double Integral Transformer (DIT) model within the assessment process. The DIT model is an improved version of the regular Transformer architecture which employs two, or rather dual integral attention modules, to handle both the local and global contextual semantics of the language use more efficiently. With help of this model, the feedback process can be more accurate, accurate and individual for each learner. The Double Integral Transformer evaluates linguistic data by employing double attention layer that combines data at the syntactic and semantic level to enhance the quality of feedback given accurately. It improves the recognition of learners' strengths and weaknesses concerning the language in question and provides customized feedback that is apparently more accurate. The enhanced feeback mechanism reduces problems that are associated current assessment practices: for example, general feedback and lack of context awareness. In this study, the author presents the empirical support for the effectiveness of the DIT model to enhance the quality of the feedback is a major contribution of this study as it results in better learner performance and satisfaction. In this respect, the study advances the area's knowledge by demonstrating how novel types of Transformers can be integrated into educational technology systems while providing insights for possible changes to language assessments procedures.","","979-8-3315-1795-3","10.1109/ICAIQSA64000.2024.10882425","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882425","Double Integral Transformer (DIT);Feedback Mechanisms;ContextualSemantics;Language;Assessment;Perso nalized Feedback","Deep learning;Accuracy;Quantum computing;Semantics;Educational technology;Context awareness;Syntactics;Linguistics;Transformers;Context modeling","","","","15","IEEE","21 Feb 2025","","","IEEE","IEEE Conferences"
"Parallel Additive Manufacturing Systems","Z. Shen; X. Dong; Q. Fang; G. Xiong; C. -C. Ge; F. -Y. Wang","Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Powder Metallurgy and Advanced Ceramics, University of Science and Technology Beijing, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Journal of Radio Frequency Identification,"12 Dec 2022","2022","6","","758","763","The additive manufacturing technologies develop very fast in recent years. However, we still face the problem of lacking online feedback for the system, and the reliability and robustness need to be improved. In this paper, we propose the concept of parallel additive manufacturing systems, which combine the parallel manufacturing with the additive manufacturing. Furthermore, we present how to use the artificial systems-computational experiments-parallel execution approach to make the 3D printers intelligent, in order to handle uncertainties and unexpected conditions.","2469-7281","","10.1109/JRFID.2022.3215600","National Key Research and Development Program of China(grant numbers:SQ2021YFE010163); National Natural Science Foundation of China(grant numbers:U1909218,U19B2029,U1909204,61872365,U190920015); Scientific Instrument Developing Project of the Chinese Academy of Sciences(grant numbers:YZQT014); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2021B1515140034); Foshan Science and Technology Innovation Team Project(grant numbers:2018IT100142); CAS STS Dongguan Joint Project(grant numbers:20211600200022); Youth Foundation of the State Key Laboratory for Management and Control of Complex Systems(grant numbers:Y6S9011F1G); Collaborative Innovation Center of Intelligent Green Manufacturing Technology and Equipment, Shandong(grant numbers:IGSD-2020-014); CAS Key Technology Talent Program (Zhen Shen); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927323","Additive manufacturing;parallel systems;closed-loop control;parallel manufacturing","Three-dimensional printing;Manufacturing;Computational modeling;Data models;Process control;Radiofrequency identification;Predictive models","","8","","37","IEEE","21 Oct 2022","","","IEEE","IEEE Journals"
"An Effective Tree-Structured AI Model for Reducing Overhead of Life Cycle Management in Wireless Communication","Y. Bai; Z. Huang; C. Sun; Y. Zhang; T. Cui; S. Atungsiri","Wireless Network Research Department, Sony China Research Lab, Beijing, China; Beijing National Research Center for Information Science and Technology, Department of Electronic Engineering, Tsinghua University, Beijing, China; Wireless Network Research Department, Sony China Research Lab, Beijing, China; Sony Europe BV, Lund/Kista Branch, Sweden; Wireless Network Research Department, Sony China Research Lab, Beijing, China; Sony Europe BV, United Kingdom",IEEE Open Journal of Vehicular Technology,"","2025","PP","99","1","8","Artificial intelligence (AI) has been widely applied across various industries, including wireless communication. AI has been a topic of extensive discussion within the 3rd Generation Partnership Project (3GPP), particularly in the context of the physical layer. It involves applications such as beam management, positioning accuracy enhancement, and channel state information (CSI) feedback improvement. Evaluation results from various companies indicate significant gains in beam management and positioning through AI integration. While AI can replace traditional mechanisms to enhance performance, it also introduces new overheads. For example, the introduction of AI models necessitates addressing model life cycle management (LCM) issues, such as model identification, activation/deactivation, monitoring, updating/finetuning, selection, switching. These operations result in a significant amount of overhead. In this paper, we present the progress of model LCM in 3GPP, and also propose a tree-structured model to reduce the overhead associated with LCM operations. This model can be used in scenarios where multiple models serve the same functionality by merging similar structures, thereby saving storage space, and making the processes of model switching, expansion, and deletion more effective. We also conduct simulations to demonstrate that our approach maintains stable AI model performance while simplifying the model structure.","2644-1330","","10.1109/OJVT.2025.3560189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962556","Artificial intelligence;3rd Generation Partnership Project;life cycle management;tree-structured model","Artificial intelligence;Monitoring;3GPP;Adaptation models;Computational modeling;Wireless communication;Switches;Data models;Companies;Accuracy","","","","","CCBY","11 Apr 2025","","","IEEE","IEEE Early Access Articles"
"A Review of the Trends and Challenges in Adopting Natural Language Processing Methods for Education Feedback Analysis","T. Shaik; X. Tao; Y. Li; C. Dann; J. McDonald; P. Redmond; L. Galligan","School of Mathematics and Physics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia; School of Mathematics and Physics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia; School of Mathematics and Physics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia; School of Education, University of Southern Queensland, Toowoomba, QLD, Australia; Academic Development, University of Southern Queensland, Toowoomba, QLD, Australia; School of Education, University of Southern Queensland, Toowoomba, QLD, Australia; School of Mathematics and Physics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia",IEEE Access,"2 Jun 2022","2022","10","","56720","56739","Artificial Intelligence (AI) is a fast-growing area of study that stretching its presence to many business and research domains. Machine learning, deep learning, and natural language processing (NLP) are subsets of AI to tackle different areas of data processing and modelling. This review article presents an overview of AI’s impact on education outlining with current opportunities. In the education domain, student feedback data is crucial to uncover the merits and demerits of existing services provided to students. AI can assist in identifying the areas of improvement in educational infrastructure, learning management systems, teaching practices and study environment. NLP techniques play a vital role in analyzing student feedback in textual format. This research focuses on existing NLP methodologies and applications that could be adapted to educational domain applications like sentiment annotations, entity annotations, text summarization, and topic modelling. Trends and challenges in adopting NLP in education were reviewed and explored. Context-based challenges in NLP like sarcasm, domain-specific language, ambiguity, and aspect-based sentiment analysis are explained with existing methodologies to overcome them. Research community approaches to extract the semantic meaning of emoticons and special characters in feedback which conveys user opinion and challenges in adopting NLP in education are explored.","2169-3536","","10.1109/ACCESS.2022.3177752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781308","Artificial Intelligence;natural language processing;education;deep learning","Artificial intelligence;Education;Feature extraction;Natural language processing;Deep learning;Machine learning;Data models","","69","","174","CCBY","25 May 2022","","","IEEE","IEEE Journals"
"Construction of Intelligent Customer Service System on E-Commerce Platform and Its Impact on User Experience","C. Li; Y. Zhang","College of Economics and Management, Shaanxi Fashion Engineering University, Xi'an, Shaanxi, China; College of Economics and Management, Shaanxi Fashion Engineering University, Xi'an, Shaanxi, China","2023 International Conference on Network, Multimedia and Information Technology (NMITCON)","17 Oct 2023","2023","","","1","7","With the popularity of the Internet, e-commerce platform has become one of the main shopping channels for consumers. Building an efficient and intelligent customer service system is a problem that e-commerce platform must solve. This paper introduces the realization method of intelligent customer service system based on machine learning and rule base, and analyzes its influence on user experience. The experimental results show that the introduction of intelligent customer service system can significantly improve user satisfaction, service efficiency, user retention rate and conversion rate, which means that intelligent customer service system can better solve user problems and needs, improve user experience and create more stable and reliable value for e-commerce platform. This discovery is of great significance to e-commerce platforms, because they need to meet the challenges brought by the increase in the number of users and ensure the satisfaction and loyalty of users.","","979-8-3503-0082-6","10.1109/NMITCON58196.2023.10276323","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10276323","intelligent customer service system;e-commerce platform;user experience;naive bayes","Training;Customer services;Multimedia systems;Machine learning;Market research;User experience;Natural language processing","","","","23","IEEE","17 Oct 2023","","","IEEE","IEEE Conferences"
"An Approximate Neuro-Optimal Solution of Discounted Guaranteed Cost Control Design","D. Wang; J. Qiao; L. Cheng","Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Cybernetics,"11 Jan 2022","2022","52","1","77","86","The adaptive optimal feedback stabilization is investigated in this article for discounted guaranteed cost control of uncertain nonlinear dynamical systems. Via theoretical analysis, the guaranteed cost control problem involving a discounted utility is transformed to the design of a discounted optimal control policy for the nominal plant. The size of the neighborhood with respect to uniformly ultimately bounded stability is discussed. Then, for deriving the approximate optimal solution of the modified Hamilton–Jacobi–Bellman equation, an improved self-learning algorithm under the framework of adaptive critic designs is established. It facilitates the neuro-optimal control implementation without an additional requirement of the initial admissible condition. The simulation verification toward several dynamics is provided, involving the F16 aircraft plant, in order to illustrate the effectiveness of the discounted guaranteed cost control method.","2168-2275","","10.1109/TCYB.2020.2977318","National Natural Science Foundation of China(grant numbers:61773373,61873268,U1913209,61890930-5); Beijing Natural Science Foundation(grant numbers:JQ19013,JQ19020); National Key Research and Development Project(grant numbers:2018YFC1900800-5); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036048","Adaptive learning system;discount factor;guaranteed cost function;neuro-optimal control;uncertainty","Control design;Cost function;Optimal control;Nonlinear systems;Adaptive systems;Switches","Algorithms;Cost Control;Feedback;Neural Networks, Computer;Nonlinear Dynamics","99","","33","IEEE","13 Mar 2020","","","IEEE","IEEE Journals"
